67140;STOTZHEIM
67170;WAHLENHEIM
67360;WALBOURG
68480;BENDORF
68210;BUETHWILLER
68520;BURNHAUPT LE HAUT
68210;GOMMERSDORF
68210;HECKEN
68130;HEIWILLER
68320;PORTE DU RIED
68910;LABAROCHE
68960;ILLTAL
68120;PFASTATT
68840;PULVERSHEIM
68740;ROGGENHOUSE
68600;WECKOLSHEIM
68250;WESTHALTEN
68480;WINKEL
69430;LES ARDILLATS
69690;BESSENAY
69460;BLACE
69260;CHARBONNIERES LES BAINS
69440;CHAUSSAN
69840;CHENAS
69430;CHENELETTE
69270;COUZON AU MONT D OR
69870;GRANDRIS
69380;MARCILLY D AZERGUES
69640;ST JULIEN
69870;ST JUST D AVRAY
69850;ST MARTIN EN HAUT
69100;VILLEURBANNE
69008;LYON
70800;ANJEUX
70100;BEAUJEU ET QUITTEUR
70190;BOURGUIGNON LES LA CHARITE
70300;BROTTE LES LUXEUIL
70190;BUTHIERS
70240;CALMOUTIER
70400;CHAMPEY
70120;CHARMES ST VALBERT
70400;COISEVAUX
70160;CONTREGLISE
70310;CORRAVILLERS
70200;DAMBENOIT LES COLOMBE
70000;ECHENOZ LA MELINE
70300;EHUNS
70220;FOUGEROLLES
70110;GEORFANS
70700;GY
70210;HURECOURT
70230;MAUSSANS
70180;MEMBREY
70200;MOFFANS ET VACHERESSE
88650;MANDRAY
70190;RIOZ
88600;LA NEUVEVILLE DEVANT LEPANGES
74110;MORZINE
88210;ST JEAN D ORMONT
74250;PEILLONNEX
88130;SOCOURT
74950;SCIONZIER
88500;VAUBEXY
74370;VILLAZ
89270;ARCY SUR CURE
75116;PARIS
89580;CHARENTENAY
76680;BELLENCOMBRE
89140;COURLON SUR YONNE
76270;CALLENGEVILLE
89360;FLOGNY LA CHAPELLE
76780;ELBEUF SUR ANDELLE
89130;LEUGNY
89560;MOLESMES
89360;PERCEY
76410;FRENEUSE
89240;POURRAIN
76440;HAUSSEZ
89630;ST BRANCHER
76110;MANNEVILLE LA GOUPIL
89150;SAVIGNY SUR CLAIRIS
76260;MILLEBOSC
89200;THORY
76220;NEUF MARCHE
89300;VILLECIEN
76390;RONCHOIS
90200;AUXELLES BAS
76520;ST AUBIN CELLOVILLE
90100;CHAVANNES LES GRANDS
76190;ST CLAIR SUR LES MONTS
90350;EVETTE SALBERT
62130;BERMICOURT
76111;VATTETOT SUR MER
62250;BEUVREQUEN
77760;AMPONVILLE
62350;CALONNE SUR LA LYS
77570;CHATEAU LANDON
62134;FIEFS
77600;CONCHES SUR GONDOIRE
62760;GRINCOURT LES PAS
77515;FAREMOUTIERS
62111;HANNESCAMPS
77700;MAGNY LE HONGRE
62196;HESDIGNEUL LES BETHUNE
77320;MEILLERAY
62130;HUMIERES
62330;ISBERGUES
62113;LABOURSE
77930;ST SAUVEUR SUR ECOLE
77171;SOURDUN
62270;LINZEUX
59231;VILLERS PLOUICH
62127;MARQUAY
60390;AUTEUIL
62250;OFFRETHUN
60170;BAILLY
62136;RICHEBOURG
60240;BOUCONVILLERS
62320;ROUVROY
60530;CROUY EN THELLE
62240;SENLECQUES
60240;FRESNE LEGUILLON
62147;TRESCAULT
60134;MONTREUIL SUR THERAIN
63460;ARTONNE
60126;RIVECOURT
63200;LE CHEIX
63940;MARSAC EN LIVRADOIS
60380;ST DENISCOURT
63210;NEBOUZAT
60850;ST PIERRE ES CHAMPS
63800;PERIGNAT SUR ALLIER
60000;TILLE
63380;ST ETIENNE DES CHAMPS
63470;SAUVAGNAT
61450;BANVOU
63120;VOLLORE VILLE
61320;LE CHAMP DE LA PIERRE
64250;AINHOA
64470;ALCAY ALCABEHETY SUNHARETTE
64240;AYHERRE
61160;FONTAINE LES BASSETS
64390;BARRAUTE CAMU
64260;BESCAT
61440;MESSEI
64400;GURMENCON
61410;ST OUEN LE BRISOULT
64390;LAAS
61120;SAP EN AUGE
78530;BUC
62157;ALLOUAGNE
78780;MAURECOURT
62370;AUDRUICQ
78590;NOISY LE ROI
64330;MONCLA
78370;PLAISIR
64000;PAU
78730;ROCHEFORT EN YVELINES
64370;ST MEDARD
79130;ALLONNE
79600;ASSAIS LES JUMEAUX
79360;BEAUVOIR SUR NIORT
79240;LE BUSSEAU
79360;PRISSE LA CHARRIERE
79360;PRISSE LA CHARRIERE
79700;MAULEON
79220;COURS
79330;GEAY
79100;MISSE
79390;OROUX
79410;ST GELAIS
79330;STE GEMME
79600;ST GENEROUX
79500;ST LEGER DE LA MARTINIERE
79120;VANCAIS
79340;VASLES
80140;ARGUEL
80110;AUBERCOURT
80480;BACOUEL SUR SELLE
80190;BETHENCOURT SUR SOMME
80190;BIARRE
80340;BRAY SUR SOMME
80300;BUIRE SUR L ANCRE
80132;CAMBRON
80260;CARDONNETTE
80700;CHAMPIEN
80560;CONTAY
80500;CONTOIRE HAMEL
80190;CURCHY
80580;EPAGNE EPAGNETTE
80170;FOLIES
80160;FRANSURES
80390;FRESSENNEVILLE
80300;FRICOURT
80340;FRISE
80190;HERLY
80400;HOMBLEUX
80640;HORNOY LE BOURG
80140;HUPPY
80300;LAVIEVILLE
80135;MILLENCOURT EN PONTHIEU
80240;POEUILLY
80400;QUIVIERES
80160;ROGY
80700;ST MARD
80400;UGNY L EQUIPEE
80140;VISMES AU VAL
70700;VELLEFREY ET VELLEFRANGE
70700;VELLOREILLE LES CHOYE
70110;VILLARGENT
70240;LA VILLENEUVE BELLENOYE LA MAIZE
70170;VILLERS SUR PORT
71250;BERGESSERIN
71150;BOUZERON
71480;CHAMPAGNAT
71150;CHASSEY LE CAMP
71170;CHASSIGNY SOUS DUN
71130;CURDIN
71960;FUISSE
71250;JALOGNY
71290;LOISY
71270;LONGEPIERRE
71000;MACON
71000;MACON
71260;MONTBELLET
71430;PALINGES
71510;PERREUIL
71540;RECLESNE
71310;ST BONNET EN BRESSE
71110;ST DIDIER EN BRIONNAIS
71320;ST EUGENE
71390;ST GERMAIN LES BUXY
71460;ST MAURICE DES CHAMPS
71460;ST YTHAIRE
71460;SANTILLY
71220;SIVIGNON
71250;TAIZE
71000;VARENNES LES MACON
71350;VERDUN SUR LE DOUBS
71250;VITRY LES CLUNY
72370;ARDENAY SUR MERIZE
72310;BESSE SUR BRAYE
72610;BETHON
72560;CHANGE
72550;CHAUFOUR NOTRE DAME
72600;VILLENEUVE EN PERSEIGNE
72610;VILLENEUVE EN PERSEIGNE
72310;LAVENAY
72130;MONTREUIL LE CHETIF
72230;MULSANNE
72340;RUILLE SUR LOIR
72120;STE CEROTTE
72170;ST CHRISTOPHE DU JAMBET
72110;ST COSME EN VAIRAIS
72120;ST GERVAIS DE VIC
72380;STE JAMME SUR SARTHE
72150;VILLAINES SOUS LUCE
72170;VIVOIN
72160;VOUVRAY SUR HUISNE
42114;MACHEZAL
42410;PAVEZIN
42110;PONCINS
42380;ROZIER COTES D AUREC
42130;STE AGATHE LA BOUTERESSE
42260;ST POLGUES
42830;ST PRIEST LA PRUGNE
42130;ST SIXTE
42990;SAUVAIN
42140;VIRICELLES
43100;AGNAT
43270;ALLEGRE
43110;AUREC SUR LOIRE
43390;AZERAT
43360;BOURNONCLE ST PIERRE
43200;GRAZAC
43230;JOSAT
43100;LAMOTHE
43330;PONT SALOMON
43230;ST GEORGES D AURAC
43100;ST JUST PRES BRIOUDE
43320;ST VIDAL
43140;LA SEAUVE SUR SEMENE
43750;VALS PRES LE PUY
43170;VENTEUGES
44119;GRANDCHAMPS DES FONTAINES
44290;GUEMENE PENFAO
44350;GUERANDE
44520;MOISDON LA RIVIERE
44370;MONTRELAIS
44670;PETIT AUVERNE
44540;LE PIN
44630;PLESSE
44390;PUCEUL
44650;CORCOUE SUR LOGNE
44650;TOUVOIS
45130;BACCON
45170;BOUGY LEZ NEUVILLE
45390;BRIARRES SUR ESSONNE
45430;CHECY
45320;COURTEMAUX
45370;DRY
45340;EGRY
45150;FEROLLES
45310;GEMIGNY
45430;MARDIE
45430;MARDIE
45370;MAREAU AUX PRES
45240;MENESTREAU EN VILLETTE
45170;MONTIGNY
45700;MORMANT SUR VERNISSON
45210;NARGIS
45510;NEUVY EN SULLIAS
45100;ORLEANS
45150;OUVROUER LES CHAMPS
45360;PIERREFITTE ES BOIS
45300;RAMOULU
45750;ST PRYVE ST MESMIN
45170;VILLEREAU
46150;BOISSIERES
46100;CARDAILLAC
46600;CUZANCE
46170;ST PAUL FLAUGNAC
46150;GIGOUZAC
46320;GREZES
46090;LABASTIDE MARNHAC
46240;COEUR DE CAUSSE
46160;LARROQUE TOIRAC
46210;LATRONQUIERE
46100;LENTILLAC ST BLAISE
46300;PAYRIGNAC
46270;PRENDEIGNES
46110;LES QUATRE ROUTES DU LOT
46500;ROCAMADOUR
46800;ST DAUNES
46330;ST MARTIN LABOUVAL
46120;ST MAURICE EN QUERCY
46400;ST MEDARD DE PRESQUE
46130;ST MICHEL LOUBEJOU
46100;ST PERDOUX
46320;ST SIMON
46150;THEDIRAC
47260;GRANGES SUR LOT
47250;GREZET CAVAGNAN
47290;LOUGRATTE
47310;ROQUEFORT
47210;ST ETIENNE DE VILLEREAL
47170;STE MAURE DE PEYRIAC
47140;TREMONS
48100;ANTRENAS
48500;BANASSAC CANILHAC
21540;ST MESMIN
48190;LE BLEYMARD
01420;CHANAY
48100;BOURGS SUR COLAGNE
01570;FEILLENS
48240;ST ANDRE DE LANCIZE
01580;IZERNORE
48500;ST SATURNIN
01600;MASSIEUX
49650;ALLONNES
01580;MATAFELON GRANGES
01960;PERONNAS
01400;ST GEORGES SUR RENON
50700;YVETOT BOCAGE
01220;SAUVERNY
51270;CORRIBERT
01330;VILLARS LES DOMBES
51200;EPERNAY
02170;BARZY EN THIERACHE
51300;FRIGNICOURT
02240;BERTHENICOURT
02300;CAUMONT
51120;MONDEMENT MONTGIVROUX
02400;CHARTEVES
51400;MOURMELON LE PETIT
02170;ESQUEHERIES
51220;POUILLON
02600;HARAMONT
51320;ST OUEN DOMPROT
02500;HIRSON
51120;SAUDOY
02100;LESDINS
52120;AIZANVILLE
02300;MANICAMP
52400;COIFFY LE BAS
30700;ST MAXIMIN
31420;BOUSSAN
52150;HUILLIECOURT
06510;LE BROC
31270;CUGNAUX
06910;LA ROQUE EN PROVENCE
31460;LE FAGET
31510;GENOS
06750;SERANON
31370;LABASTIDE CLERMONT
31120;LACROIX FALGARDE
52160;VIVEY
07200;LENTILLERES
52500;VONCOURT
07110;PRUNET
07100;ROIFFIEUX
53260;ENTRAMMES
31880;LA SALVETAT ST GILLES
31350;SAMAN
31340;VILLEMUR SUR TARN
32810;DURAN
51150;AMBONNAY
51340;BIGNICOURT SUR SAULX
53300;ST FRAIMBAULT DE PRIERES
08400;CONTREUVE
53110;STE MARIE DU BOIS
11600;FRAISSE CABARDES
51340;MAURUPT LE MONTOIS
54450;CHAZELLES SUR ALBE
51480;LA NEUVILLE AUX LARRIS
54870;CONS LA GRANDVILLE
54400;COSNES ET ROMAIN
54370;EINVILLE AU JARD
51240;ST MARTIN AUX CHAMPS
11330;PALAIRAC
11120;POUZOLS MINERVOIS
51240;SONGY
11340;ROQUEFEUIL
54115;SAULXEROTTE
54610;SIVRY
51330;VERNANCOURT
02250;LA NEUVILLE HOUSSET
51800;VIRGINY
11400;ST PAPOUL
52260;BEAUCHEMIN
52340;BIESLES
02270;PARGNY LES BOIS
52110;CIREY SUR BLAISE
02360;ROZOY SUR SERRE
12120;CENTRES
52800;FOULAIN
02810;TORCY EN VALOIS
52150;ILLOUD
52230;LEZEVILLE
52300;MATHONS
12330;MOURET
02590;VAUX EN VERMANDOIS
52800;POINSON LES NOGENT
52220;RIVES DERVOISES
52700;RIMAUCOURT
52220;THILLEUX
12360;TAURIAC DE CAMARES
03600;LOUROUX DE BEAUNE
12200;VILLEFRANCHE DE ROUERGUE
52400;VARENNES SUR AMANCE
52300;VAUX SUR ST URBAIN
03430;VIEURE
13180;GIGNAC LA NERTHE
04200;CHATEAUNEUF MIRAVAIL
53420;CHAILLAND
53600;CHATRES LA FORET
04400;ENCHASTRAYES
13840;ROGNES
04230;ONGLES
53110;LASSAY LES CHATEAUX
04180;VILLENEUVE
14860;BAVENT
05700;LA BATIE MONTSALEON
53220;MONTAUDIN
53150;ST CENERE
53290;ST LAURENT DES MORTIERS
05100;PUY ST PIERRE
14380;COURSON
17540;BOUHET
52320;ROUECOURT
50390;ST JACQUES DE NEHOU
17230;CHARRON
50320;ST JEAN DES CHAMPS
50150;CHAULIEU
17150;NIEUL LE VIROUIL
53140;LIGNIERES ORGERES
50750;STE SUZANNE SUR VIRE
17520;ST MARTIAL SUR NE
50320;LE TANU
17130;SALIGNAC DE MIRAMBEAU
53390;SENONNES
17160;THORS
27680;ST OUEN DES CHAMPS
54120;BERTRICHAMPS
18210;BANNEGON
27370;TOURVILLE LA CAMPAGNE
54290;CLAYEURES
28260;ANET
54120;DENEUVRE
54540;FENNEVILLER
54800;FRIAUVILLE
54800;GONDRECOURT AIX
25530;EPENOUSE
25660;GENNES
28120;ERMENONVILLE LA PETITE
25190;GLERE
54385;MANONVILLE
25320;OSSELLE ROUTELLE
54480;PARUX
25440;POINTVILLERS
28250;LOUVILLIERS LES PERCHE
54580;ST AIL
25360;ST JUAN
54480;TANCONVILLE
54370;VAUCOURT
25190;VALONNE
55300;APREMONT LA FORET
25110;VERGRANNE
76740;BOURVILLE
55600;HAN LES JUVIGNY
76490;RIVES EN SEINE
55600;MARVILLE
55270;MONTBLAINVILLE
55260;NICEY SUR AIRE
31340;LAYRAC SUR TARN
27220;LA BOISSIERE
31320;PECHBUSQUE
31530;PRADERE LES BOURGUETS
27520;BOSGUERARD DE MARCOUVILLE
31120;ROQUES
27700;BOUAFLES
31620;ST RUSTICE
76450;OURVILLE EN CAUX
31160;SENGOUAGNET
76190;ST AUBIN DE CRETOT
31340;VILLEMATIER
32140;ARROUEDE
76210;ST EUSTACHE LA FORET
32290;CASTELNAVET
76890;TOTES
32230;LADEVEZE VILLE
77780;BOURRON MARLOTTE
32480;LIGARDES
27500;MANNEVILLE SUR RISLE
27950;MERCEY
27120;LE PLESSIS HEBERT
32190;ROQUEBRUNE
77320;LA FERTE GAUCHER
35720;TRESSE
33760;BELLEFOND
33220;CAPLONG
77510;HONDEVILLIERS
36200;LE MENOUX
36170;PARNAC
77940;MONTMACHOUX
77100;NANTEUIL LES MEAUX
77930;PERTHES
33340;LESPARRE MEDOC
77160;ST HILLIERS
37220;AVON LES ROCHES
33220;MARGUERON
40310;RIMBEZ ET BAUDIETS
33230;LES PEINTURES
40560;VIELLE ST GIRONS
37800;MARCILLY SUR VIENNE
33240;ST GERVAIS
41320;LA CHAPELLE MONTMARTIN
33450;ST LOUBES
33240;ST ROMAIN LA VIRVEE
33370;SALLEBOEUF
41350;MONTLIVAULT
41170;LE PLESSIS DORIN
33550;VILLENAVE DE RIONS
41800;ST ARNOULT
38570;GONCELIN
38270;MOISSIEU SUR DOLON
38530;ST MAXIMIN
42420;LORETTE
34190;LAROQUE
39240;AROMAS
12310;PALMAS D AVEYRON
42540;STE COLOMBE SUR GAND
39250;BILLECUL
42560;SOLEYMIEUX
42430;CHAUSSETERRE
43000;ESPALY ST MARCEL
39290;GREDISANS
43250;FRUGERES LES MINES
70190;BOULOT
43100;LUBILHAC
13100;BEAURECUEIL
70240;CHATENEY
43230;STE MARGUERITE
43100;VIEILLE BRIOUDE
70180;FRANCOURT
13560;SENAS
44110;LOUISFERT
44780;MISSILLAC
70440;SERVANCE
76630;DOUVREND
25640;CHAMPOUX
76810;GRUCHET ST SIMEON
25450;DAMPRICHARD
76390;ILLOIS
76210;LANQUETOT
25160;LES GRANGETTES
10500;LA ROTHIERE
76240;LE MESNIL ESNARD
25210;LAVAL LE PRIEURE
76650;PETIT COURONNE
25170;MAZEROLLES LE SALIN
25440;MESMAY
76510;ST AUBIN LE CAUF
25470;LES PLAINS ET GRANDS ESSARTS
10210;TURGY
25430;VERNOIS LES BELVOIR
76630;PETIT CAUX
18390;ST GERMAIN DU PUY
10110;VILLE SUR ARCE
18190;SERRUELLES
11230;CORBIERES
11500;COUDONS
77210;AVON
11160;LESPINASSIERE
88270;RANCOURT
11120;MOUSSAN
19400;HAUTEFAGE
11500;ST JUST ET LE BEZU
19510;MASSERET
88120;SAPOIS
19390;ORLIAC DE BAR
89410;CEZY
19320;ST PARDOUX LA CROISILLE
89240;CHEVANNES
89480;COULANGES SUR YONNE
89700;DANNEMOINE
89150;DOLLOT
89360;DYE
89240;ESCAMPS
89140;EVRY
89113;FLEURY LA VALLEE
22450;TROGUERY
89520;LEVIS
21310;BLAGNY SUR VINGEANNE
89400;MIGENNES
21220;CHAMBOLLE MUSIGNY
89460;STE PALLAYE
89310;SARRY
89420;TALCY
89700;TISSEY
21320;CHAZILLY
21510;DUESME
90200;GROSMAGNY
21270;HEUILLEY SUR SAONE
90100;ST DIZIER L EVEQUE
21190;NANTOUX
91590;BOISSY LE CUTTE
21500;ST GERMAIN LES SENAILLY
91750;CHAMPCUEIL
21350;SOUSSEY SUR BRIONNE
91520;EGLY
21350;VILLY EN AUXOIS
91410;LA FORET LE ROI
22120;HILLION
91460;MARCOUSSIS
91230;MONTGERON
91470;PECQUEUSE
22480;KERPERT
92000;NANTERRE
22550;MATIGNON
22640;PLENEE JUGON
22190;PLERIN
22610;PLEUBIAN
22110;PLOUNEVEZ QUINTIN
22310;PLUFUR
22450;POMMERIT JAUDY
94140;ALFORTVILLE
94510;LA QUEUE EN BRIE
94300;VINCENNES
94400;VITRY SUR SEINE
95720;BOUQUEVAL
95710;BRAY ET LU
22140;PRAT
95750;CHARS
12250;ROQUEFORT SUR SOULZON
95470;FOSSES
12550;ST JUERY
95450;LONGUESSE
95570;MOISSELLES
12110;VIVIEZ
95810;VALLANGOUJARD
13600;LA CIOTAT
97226;LE MORNE VERT
13460;SAINTES MARIES DE LA MER
97440;ST ANDRE
14130;BLANGY LE CHATEAU
97640;SADA
14430;CRESSEVEUILLE
98792;TENARUNGA
14250;CRISTOT
98732;MOTU ONE
14250;DUCY STE MARGUERITE
98782;FAKATOPATERE
98817;KAALA GOMEN
14170;EPANEY
98878;LA ROCHE
98000;MONACO
14210;GAVRUS
61250;COLOMBIERS
14260;JURQUES
61560;COURGEOUT
14140;LIVAROT PAYS D AUGE
61130;IGE
61200;JUVIGNY SUR ORNE
14710;LOUVIERES
61290;LONGNY LES VILLAGES
14270;LE MESNIL MAUGER
61380;MOULINS LA MARCHE
14310;MONTS EN BESSIN
61220;POINTEL
14480;STE CROIX SUR MER
61270;RAI
14260;SEULLINE
61150;ST BRICE SOUS RANES
14490;ST PAUL DU VERNAY
61100;ST GEORGES DES GROSEILLERS
14220;LE HOM
61160;TRUN
14250;VENDES
62164;AMBLETEUSE
15230;GOURDIEGES
62123;BAILLEULMONT
15600;MAURS
15300;SEGUR LES VILLAS
62770;BLANGY SUR TERNOISE
16460;BAYERS
16350;BENEST
62170;BREXENT ENOCQ
16360;CONDEON
62121;COURCELLES LE COMTE
04250;NIBLES
62161;DUISANS
04110;OPPEDETTE
62770;GALAMETZ
05110;BARCILLONNETTE
05000;GAP
62150;HERMIN
05600;REOTIER
62145;LIETTRES
05400;LA ROCHE DES ARNAUDS
62170;MONTCAVREL
05250;LE DEVOLUY
62240;QUESQUES
05500;ST JULIEN EN CHAMPSAUR
05260;ST LEGER LES MELEZES
62170;SORRUS
06340;CANTARON
62180;TIGNY NOYELLE
62760;WARLINCOURT LES PAS
06370;MOUANS SARTOUX
63260;AUBIAT
63120;AUBUSSON D AUVERGNE
06850;ST AUBAN
63610;BESSE ET ST ANASTAISE
63250;CELLES SUR DUROLLE
07290;ARDOIX
63720;CHAPPES
63260;CHAPTUZAT
07150;BESSAS
83330;EVENOS
07140;GRAVIERES
83440;ST PAUL EN FORET
07660;ISSANLAS
07170;LAVILLEDIEU
84810;AUBIGNAN
84190;BEAUMES DE VENISE
84220;CABRIERES D AVIGNON
84290;CAIRANNE
84750;CASENEUVE
84190;GIGONDAS
84220;JOUCAS
84570;METHAMIS
84290;ST ROMAN DE MALEGARDE
85420;BOUILLE COURDAULT
85410;LA CAILLERE ST HILAIRE
85450;CHAILLE LES MARAIS
85200;FONTENAY LE COMTE
85440;GROSBREUIL
85350;L ILE D YEU
85110;MONSIREIGNE
85320;PEAULT
85670;ST ETIENNE DU BOIS
85150;ST JULIEN DES LANDES
85670;ST PAUL MONT PENIT
85360;LA TRANCHE SUR MER
86330;ANGLIERS
86800;BIGNOUX
86510;BRUX
86200;LOUDUN
86330;MARTAIZE
86200;MESSEME
86550;MIGNALOUX BEAUVOIR
86480;ROUILLE
86410;ST LAURENT DE JOURDES
86300;VALDIVIENNE
86250;SURIN
86370;VIVONNE
87160;CROMAC
87190;DOMPIERRE LES EGLISES
87340;LA JONCHERE ST MAURICE
87120;REMPNAT
87800;LA ROCHE L ABEILLE
87400;ROYERES
87310;ST CYR
87260;ST HILAIRE BONNEVAL
87440;ST MATHIEU
87250;ST PARDOUX
87700;ST PRIEST SOUS AIXE
88700;BAZIEN
88600;CHAMP LE DUC
88600;LA CHAPELLE DEVANT BRUYERES
88600;DESTORD
88600;DEYCIMONT
88330;DOMEVRE SUR DURBION
88600;FIMENIL
88240;FONTENOY LE CHATEAU
88170;GEMMELAINCOURT
88400;GERARDMER
88190;GOLBEY
88270;GORHEY
88600;GUGNECOURT
88700;MENIL SUR BELVITTE
88170;OLLAINVILLE
88700;PADOUX
88490;LA PETITE FOSSE
63160;FAYET LE CHATEAU
63850;LA GODIVELLE
63890;GRANDVAL
63340;MADRIAT
63700;MONTAIGUT EN COMBRAILLE
63230;MONTFERMY
63290;NOALHAT
63220;NOVACELLES
63500;ORBEIL
63230;PULVERIERES
63450;ST AMANT TALLENDE
63210;ST BONNET PRES ORCIVAL
63310;ST CLEMENT DE REGNAT
63640;ST PRIEST DES CHAMPS
63440;ST REMY DE BLOT
63450;ST SATURNIN
63720;SURAT
64470;ALOS SIBAS ABENSE
64270;ARANCOU
64230;ARBUS
64190;AUDAUX
64450;AUGA
64200;BIARRITZ
64210;BIDART
64330;BOUEILH BOUEILHO LASQUE
